time,text
7.5," Guys, hurry up. The flight leaves in four hours. They could take time to get a taxi. There could be traffic. The plane could leave early. When we get to London, there could be a line of customs. Come on! Six-hour trip to London. That's a lot of Monica."
8.5," Guys, hurry up. The flight leaves in four hours. They could take time to get a taxi. There could be traffic. The plane could leave early. When we get to London, there could be a line of customs. Come on! Six-hour trip to London. That's a lot of Monica."
9.5," Guys, hurry up. The flight leaves in four hours. They could take time to get a taxi. There could be traffic. The plane could leave early. When we get to London, there could be a line of customs. Come on! Six-hour trip to London. That's a lot of Monica."
10.5,"The flight leaves in four hours. They could take time to get a taxi. There could be traffic. The plane could leave early. When we get to London, there could be a line of customs. Come on! Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check."
11.5,"They could take time to get a taxi. There could be traffic. The plane could leave early. When we get to London, there could be a line of customs. Come on! Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check."
12.5,"There could be traffic. The plane could leave early. When we get to London, there could be a line of customs. Come on! Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check."
13.5,"The plane could leave early. When we get to London, there could be a line of customs. Come on! Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check."
14.5,"When we get to London, there could be a line of customs. Come on! Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check."
15.5,"Come on! Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check. What are you saying check to?"
16.5,"Come on! Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check. What are you saying check to?"
17.5,"Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check. What are you saying check to? Myself, you know, for remembering to pack the thing."
18.5,"Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check. What are you saying check to? Myself, you know, for remembering to pack the thing."
19.5,"Six-hour trip to London. That's a lot of Monica. Passport check, camera check, traveler's checks check. What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check."
20.5,"That's a lot of Monica. Passport check, camera check, traveler's checks check. What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check."
21.5,"That's a lot of Monica. Passport check, camera check, traveler's checks check. What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check."
22.5,"Passport check, camera check, traveler's checks check. What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check."
23.5,"Passport check, camera check, traveler's checks check. What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check."
24.5,"Passport check, camera check, traveler's checks check. What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check.  My mom does it."
25.5,"What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check.  My mom does it. I never realized it was weird."
26.5,"What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check.  My mom does it. I never realized it was weird."
27.5,"What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check.  My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven."
28.5,"What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check.  My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven."
29.5,"What are you saying check to? Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check.  My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven."
30.5,"Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check.  My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time."
31.5,"Myself, you know, for remembering to pack the thing. Now you do a good thing, you get a check.  My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time."
32.5,"Now you do a good thing, you get a check.  My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird."
33.5,"Now you do a good thing, you get a check.  My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird."
34.5," My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird."
35.5," My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird."
36.5," My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird. Hey."
37.5," My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird. Hey. Hey. Hey."
38.5," My mom does it. I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird. Hey. Hey. Hey. Are you ready?"
39.5,"I never realized it was weird. Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird. Hey. Hey. Hey. Are you ready? Yep, you got the tickets?"
40.5,"Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird. Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here."
41.5,"Hey, my mom used to put her head in the oven. I asked if she only did it the one time. But it's pretty weird. Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check."
42.5,"I asked if she only did it the one time. But it's pretty weird. Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check."
43.5,"I asked if she only did it the one time. But it's pretty weird. Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check."
44.5,"I asked if she only did it the one time. But it's pretty weird. Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby."
45.5,"But it's pretty weird. Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby."
46.5,"But it's pretty weird. Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby. Here we go."
47.5,"Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby. Here we go."
48.5,"Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby. Here we go."
49.5,"Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby. Here we go."
50.5,"Hey. Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby. Here we go. You got your passport?"
51.5,"Hey. Hey. Are you ready? Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby. Here we go. You got your passport?"
52.5,"Are you ready? Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby. Here we go. You got your passport?  My third drawer in my dresser."
53.5,"Yep, you got the tickets? Oh, got them right here. Check. It's all London, baby. Here we go. You got your passport?  My third drawer in my dresser. You don't want to lose that."
54.5,"Oh, got them right here. Check. It's all London, baby. Here we go. You got your passport?  My third drawer in my dresser. You don't want to lose that."
55.5,"Check. It's all London, baby. Here we go. You got your passport?  My third drawer in my dresser. You don't want to lose that."
56.5,"It's all London, baby. Here we go. You got your passport?  My third drawer in my dresser. You don't want to lose that."
57.5,"It's all London, baby. Here we go. You got your passport?  My third drawer in my dresser. You don't want to lose that."
58.5,"It's all London, baby. Here we go. You got your passport?  My third drawer in my dresser. You don't want to lose that."
59.5,"Here we go. You got your passport?  My third drawer in my dresser. You don't want to lose that. Oh, there it is."
60.5,"Here we go. You got your passport?  My third drawer in my dresser. You don't want to lose that. Oh, there it is."
61.5,"You got your passport?  My third drawer in my dresser. You don't want to lose that. Oh, there it is."
62.5,"You got your passport?  My third drawer in my dresser. You don't want to lose that. Oh, there it is."
63.5,"You got your passport?  My third drawer in my dresser. You don't want to lose that. Oh, there it is."
64.5,"You got your passport?  My third drawer in my dresser. You don't want to lose that. Oh, there it is."
65.5," My third drawer in my dresser. You don't want to lose that. Oh, there it is."
66.5," My third drawer in my dresser. You don't want to lose that. Oh, there it is."
67.5,"You don't want to lose that. Oh, there it is."
68.5,"Oh, there it is."
69.5,"Oh, there it is."
70.5,"Oh, there it is."
71.5,"Oh, there it is."
72.5,"Oh, there it is."
73.5,"Oh, there it is."
111.5," Okay, if you need the vacuum, it's in my closet on the left-hand side."
112.5," Okay, if you need the vacuum, it's in my closet on the left-hand side."
113.5," Okay, if you need the vacuum, it's in my closet on the left-hand side."
