ParticipantID,VideoName,BoundaryTime(s)
7,friends1.mp4,101.866
7,friends1.mp4,199.677
7,friends1.mp4,242.661
7,friends1.mp4,281.092
7,friends1.mp4,305.044
7,friends1.mp4,336.069
7,friends1.mp4,343.975
7,friends1.mp4,375.918
7,friends1.mp4,408.28
7,friends1.mp4,438.968
7,friends1.mp4,449.576
7,friends1.mp4,469.425
7,friends1.mp4,499.216
7,friends1.mp4,522.169
7,friends1.mp4,536.846
7,friends1.mp4,577.263
7,friends1.mp4,610.555
7,friends1.mp4,621.447
7,friends1.mp4,663.18
7,friends1.mp4,698.425
7,friends1.mp4,779.022
7,friends1.mp4,826.644
7,friends1.mp4,833.899
7,friends1.mp4,859.819
7,friends1.mp4,895.048
7,friends1.mp4,923.454
7,friends1.mp4,976.813
7,friends1.mp4,990.859
7,friends1.mp4,1041.097
7,friends1.mp4,1057.36
7,friends1.mp4,1091.154
7,friends1.mp4,1101.229
7,friends1.mp4,1121.995
7,friends1.mp4,1214.686
7,friends1.mp4,1236.136
7,friends1.mp4,1287.395
