ParticipantID,VideoName,BoundaryTime(s)
2,friends1.mp4,54.98045830056071
2,friends1.mp4,99.58267759997399
2,friends1.mp4,105.38839740026744
2,friends1.mp4,106.55439910013227
2,friends1.mp4,107.65601580031216
2,friends1.mp4,108.13410929962993
2,friends1.mp4,108.69028240069748
2,friends1.mp4,109.3681022003293
2,friends1.mp4,109.8582383999601
2,friends1.mp4,110.33553810045123
2,friends1.mp4,110.87502680066973
2,friends1.mp4,111.43625819962472
2,friends1.mp4,112.753717799671
2,friends1.mp4,113.93853859975934
2,friends1.mp4,115.35536599997431
2,friends1.mp4,116.69070569984615
2,friends1.mp4,117.89152939990163
2,friends1.mp4,119.07575550023466
2,friends1.mp4,120.02701089996845
2,friends1.mp4,121.0438069999218
2,friends1.mp4,122.09735599998385
2,friends1.mp4,123.32913359999657
2,friends1.mp4,124.42980939988047
2,friends1.mp4,125.5305070001632
2,friends1.mp4,126.71479079965502
2,friends1.mp4,127.89881580043584
2,friends1.mp4,129.1001075003296
2,friends1.mp4,130.3848834000528
2,friends1.mp4,131.45157209970057
2,friends1.mp4,132.61980229988694
2,friends1.mp4,133.88746410049498
2,friends1.mp4,135.12089729961008
2,friends1.mp4,136.60594119969755
2,friends1.mp4,138.157266699709
2,friends1.mp4,144.92900120001286
2,friends1.mp4,204.4437055001035
2,friends1.mp4,230.92491819988936
2,friends1.mp4,266.8527261996642
2,friends1.mp4,290.80473450012505
2,friends1.mp4,319.86138609983027
2,friends1.mp4,329.5853925999254
2,friends1.mp4,372.64414159953594
2,friends1.mp4,380.0631160000339
2,friends1.mp4,409.57114349957556
2,friends1.mp4,439.41380069963634
2,friends1.mp4,453.4231169996783
2,friends1.mp4,480.4271381003782
2,friends1.mp4,485.3501476002857
2,friends1.mp4,523.2098008003086
2,friends1.mp4,545.6447259001434
2,friends1.mp4,549.714615800418
2,friends1.mp4,551.1662020999938
2,friends1.mp4,559.5719253001735
2,friends1.mp4,591.9524471005425
2,friends1.mp4,603.3271459005773
2,friends1.mp4,645.0274236006662
2,friends1.mp4,652.5835725003853
2,friends1.mp4,657.1527900006622
2,friends1.mp4,672.3149391999468
2,friends1.mp4,744.8280972996727
2,friends1.mp4,758.0056015998125
2,friends1.mp4,796.1520704999566
2,friends1.mp4,811.0474982997403
2,friends1.mp4,819.9048109995201
2,friends1.mp4,827.2694557998329
2,friends1.mp4,858.7944486001506
2,friends1.mp4,892.353554200381
2,friends1.mp4,915.7223025998101
2,friends1.mp4,936.5398526005447
2,friends1.mp4,949.2065772004426
2,friends1.mp4,951.7094386005774
2,friends1.mp4,1002.1488524004817
2,friends1.mp4,1016.8432731004432
2,friends1.mp4,1051.1875788001344
2,friends1.mp4,1059.389316400513
2,friends1.mp4,1059.9107945002615
2,friends1.mp4,1070.2485035005957
2,friends1.mp4,1087.9461428001523
2,friends1.mp4,1096.41888500005
2,friends1.mp4,1103.1739403000101
2,friends1.mp4,1157.683905900456
2,friends1.mp4,1173.8633796004578
2,friends1.mp4,1197.1400432996452
2,friends1.mp4,1248.464959799312
2,friends1.mp4,1270.9503970993683
